This document has 826 terms. 
t_index	term	Norm_tf_idf
676	places	0.12971507643612332
4874	noisy	0.1296110231890243
4052	waterboarding	0.11881973162427127
128	gonna	0.11298774528946727
1878	scared	0.10783119508031212
3125	protester	0.10361026040613452
1765	beating	0.10347933016432637
2732	hilary	0.09782788781425307
2578	divided	0.09782788781425307
6132	chopped	0.09654699627144067
1469	north	0.09576950004181776
1511	cnn	0.09576950004181776
337	question	0.09342962531301452
1343	pacs	0.09231882879324112
172	love	0.09193384548880726
461	ok	0.09165637016320978
681	super	0.0890200914639042
4627	drowned	0.08640734879268284
4881	achievement	0.08640734879268284
4878	profiling	0.08640734879268284
383	military	0.07929129201569629
3820	protest	0.07921315441618083
4119	controlling	0.07921315441618083
4075	procedure	0.07921315441618083
4094	militarily	0.07921315441618083
1718	trillions	0.07760949762324477
3549	blew	0.07363290373063822
3522	mic	0.07363290373063822
3349	wives	0.07363290373063822
950	students	0.07316351136979247
479	iraq	0.0707429920036117
1394	pouring	0.06923912159493084
1418	vets	0.06923912159493084
3086	medieval	0.06907350693742301
3129	steal	0.06907350693742301
605	oil	0.0680290721260034
1298	ladies	0.06681820605849179
1299	gentlemen	0.06681820605849179
2723	bye	0.06521859187616871
46	dont	0.061633375853038325
303	gotta	0.06159465690255866
217	remember	0.061504484148422044
221	went	0.061504484148422044
398	guys	0.06123378206067366
726	guns	0.0611018163312981
721	isis	0.0611018163312981
741	tremendous	0.0611018163312981
734	trump	0.0611018163312981
91	theyre	0.06109452499877289
64	im	0.05934797705313533
489	common	0.05895249333634308
1038	dropped	0.05844783003017786
286	mean	0.05794720968972922
8782	carriages	0.05694041906335025
8790	notices	0.05694041906335025
8796	socked	0.05694041906335025
8776	downs	0.05694041906335025
8784	scotlands	0.05694041906335025
8792	jenna	0.05694041906335025
8783	haunted	0.05694041906335025
8791	handled	0.05694041906335025
8795	jigga	0.05694041906335025
8781	cage	0.05694041906335025
8778	palm	0.05694041906335025
8799	thirteenyearsold	0.05694041906335025
8774	reyes	0.05694041906335025
8802	simplifying	0.05694041906335025
8777	alan	0.05694041906335025
8788	documentation	0.05694041906335025
8793	porn	0.05694041906335025
8779	roving	0.05694041906335025
8789	tent	0.05694041906335025
8798	contingent	0.05694041906335025
8794	drama	0.05694041906335025
8801	connie	0.05694041906335025
8775	plateau	0.05694041906335025
8785	pets	0.05694041906335025
8780	farts	0.05694041906335025
8797	celibate	0.05694041906335025
8787	pantsuit	0.05694041906335025
8800	accusing	0.05694041906335025
8773	ec	0.05694041906335025
8786	laughs	0.05694041906335025
8803	beautify	0.05694041906335025
965	drop	0.05661765381322657
236	whats	0.05650611307755075
1983	contribute	0.05629906187537839
2047	johnson	0.05629906187537839
2084	hi	0.05629906187537839
626	carolina	0.056011165525085345
649	shes	0.056011165525085345
953	beat	0.05487263352734436
945	quickly	0.05487263352734436
1886	saudi	0.05391559754015606
1901	racial	0.05391559754015606
1887	arabia	0.05391559754015606
1792	dishonest	0.05173966508216318
1714	website	0.05173966508216318
1737	heads	0.05173966508216318
1780	tougher	0.05173966508216318
858	mexico	0.05160873484035504
401	spend	0.05102815171722805
1656	warriors	0.04973800125752056
1557	destroyed	0.04973800125752056
6019	barrage	0.048273498135720336
6129	ammo	0.048273498135720336
6144	disadvantage	0.048273498135720336
6130	poem	0.048273498135720336
6134	linda	0.048273498135720336
6136	initially	0.048273498135720336
6143	priests	0.048273498135720336
6138	instantly	0.048273498135720336
6135	shaw	0.048273498135720336
5887	regulating	0.048273498135720336
5852	routine	0.048273498135720336
6131	shed	0.048273498135720336
6140	ryan	0.048273498135720336
6139	prosecutor	0.048273498135720336
6142	fake	0.048273498135720336
6137	charts	0.048273498135720336
6063	dale	0.048273498135720336
6141	campbell	0.048273498135720336
6133	drunken	0.048273498135720336
6008	carrie	0.048273498135720336
5553	drawer	0.048273498135720336
1478	dynamic	0.04788475002090888
224	number	0.04783682100432826
764	core	0.047190555186971274
477	polls	0.04716199466907447
1410	dying	0.04615941439662056
1372	ice	0.04615941439662056
1428	smarter	0.04615941439662056
1370	rough	0.04615941439662056
1402	legally	0.04615941439662056
165	happen	0.04596692274440363
468	amazing	0.04582818508160489
713	majority	0.04582636224847358
322	illegal	0.04534072175669651
325	couple	0.04534072175669651
1272	strongly	0.04454547070566119
1282	hatred	0.04454547070566119
686	soon	0.0445100457319521
696	questions	0.0445100457319521
698	shot	0.0445100457319521
4880	limitations	0.04320367439634142
4873	cake	0.04320367439634142
4871	structural	0.04320367439634142
4617	farm	0.04320367439634142
4884	sean	0.04320367439634142
4882	mommy	0.04320367439634142
4872	boring	0.04320367439634142
4883	download	0.04320367439634142
4623	sarah	0.04320367439634142
4876	wakes	0.04320367439634142
4879	remembered	0.04320367439634142
4710	mac	0.04320367439634142
4875	spoils	0.04320367439634142
4877	shouldve	0.04320367439634142
4537	club	0.04320367439634142
1222	written	0.04302940364721611
39	back	0.04297536309598916
651	winning	0.04200837414381401
1172	self	0.04160001760340535
1121	opinion	0.04160001760340535
1170	poll	0.04160001760340535
1153	paper	0.04160001760340535
1177	final	0.04160001760340535
7	going	0.041152547449096494
220	ive	0.04100298943228137
112	really	0.04098719857895358
622	nice	0.04081744327560204
618	hell	0.04081744327560204
1108	wow	0.04024793439606227
1083	wounded	0.04024793439606227
1106	hurt	0.04024793439606227
1090	minutes	0.04024793439606227
1105	art	0.04024793439606227
377	china	0.039645646007848145
387	watch	0.039645646007848145
3877	drawn	0.03960657720809042
4155	dumb	0.03960657720809042
3981	dragged	0.03960657720809042
4154	germanys	0.03960657720809042
3752	gays	0.03960657720809042
4152	selfrespect	0.03960657720809042
4153	merkel	0.03960657720809042
4083	stupidity	0.03960657720809042
4077	ranked	0.03960657720809042
4113	stamina	0.03960657720809042
