This document has 1374 terms. 
t_index	term	Norm_tf_idf
1728	peace	0.13159035930978896
4171	nra	0.12591509138991933
10628	dnc	0.10861314320305632
1504	evidence	0.10656282794576329
4236	manufacturers	0.10073207311193547
4307	terry	0.10073207311193547
4223	sellers	0.10073207311193547
1794	virginia	0.09869276948234172
613	gun	0.08650974093431515
982	plans	0.08399803415989704
1804	granddaughter	0.0822439745686181
1632	neighbors	0.0790621838007922
335	democrats	0.07722686902434173
2191	presidency	0.07494373735665975
1012	womens	0.07432567395184053
10582	consumption	0.07240876213537088
10634	obstruction	0.07240876213537088
10650	arguments	0.07240876213537088
10683	schmoozing	0.07240876213537088
10653	polluters	0.07240876213537088
10635	cynics	0.07240876213537088
10646	burdened	0.07240876213537088
10603	viacom	0.07240876213537088
10609	averted	0.07240876213537088
2030	vietnam	0.07159317488063015
3502	carbon	0.07022692534502496
3311	biden	0.07022692534502496
3591	chances	0.07022692534502496
438	folks	0.06876930930455968
1933	coverage	0.0685622224404094
3167	fights	0.06587842892572322
146	sure	0.06446134253619865
1589	rising	0.06324974704063376
5522	succumb	0.06138739934566931
6301	culturally	0.06138739934566931
6700	plague	0.06138739934566931
288	everybody	0.05970175336424256
2334	vice	0.05901701064939926
1266	accountable	0.0566466219531292
2218	regulations	0.05620780301749482
352	college	0.05507273538360702
4450	commonwealth	0.05494031540685038
4879	remembered	0.05494031540685038
5315	laugh	0.05494031540685038
4506	fancy	0.05494031540685038
5064	graduation	0.05494031540685038
5321	plot	0.05494031540685038
2011	grandparents	0.053694881160472614
2003	fairly	0.053694881160472614
279	proud	0.05263503992234211
772	ran	0.051508776826538274
1096	opportunities	0.05118162381070847
1097	americas	0.05118162381070847
245	running	0.05103600026292644
4130	insist	0.05036603655596773
4340	reproductive	0.05036603655596773
4094	militarily	0.05036603655596773
3950	july	0.05036603655596773
3980	cashier	0.05036603655596773
3983	clintons	0.05036603655596773
4122	shouting	0.05036603655596773
3829	warmer	0.05036603655596773
1724	owners	0.04934638474117086
1748	wars	0.04934638474117086
