This document has 1416 terms. 
t_index	term	Norm_tf_idf
1306	parenthood	0.2786524589494656
1044	planned	0.25113164267118815
296	leadership	0.21035007555489343
998	votes	0.19204184439561447
2328	videos	0.15640056091373616
2533	speaker	0.14075768447225886
2405	priorities	0.14075768447225886
1381	mister	0.13124928223521973
2834	reid	0.12362798913332206
3233	unborn	0.11784180963530559
335	democrats	0.11688907724973294
2316	harry	0.11171468636695439
117	republican	0.11153376152789574
2314	boehner	0.10054321773025895
1033	fund	0.09602092219780724
7059	harvest	0.09150696651472794
4265	motion	0.09009360102690146
2836	mcconnell	0.08653959239332544
755	funding	0.08349053632741779
2341	standard	0.08210864927548435
1759	catastrophic	0.07846193017702002
552	senate	0.07793337556314484
1603	shut	0.07542645619400191
2584	welfare	0.07417679347999324
1049	barack	0.0738622478444671
7029	disconnect	0.07320557321178234
7002	surrenders	0.07320557321178234
753	body	0.07156331685207239
3624	felonies	0.06978905524018694
1267	senators	0.06755211126047651
2162	taxpayer	0.06702881182017265
4774	caps	0.06551731014287274
4984	indicted	0.06551731014287274
4442	majorities	0.06551731014287274
594	leader	0.0651605614826935
597	nuclear	0.0651605614826935
11368	showboat	0.06476155930422278
1123	conservatives	0.06308540403920081
1190	iranian	0.06308540403920081
612	department	0.06189864930917069
1074	parts	0.061035003093628276
4072	bust	0.060062400684600975
3849	tree	0.060062400684600975
4327	nancy	0.060062400684600975
4402	pattern	0.060062400684600975
4328	pelosi	0.060062400684600975
3758	frustrated	0.060062400684600975
4411	saeed	0.060062400684600975
1806	partisan	0.05884644763276502
956	organization	0.05723952011447572
1537	video	0.05656984214550144
1658	ayatollah	0.05656984214550144
466	criminal	0.056466569313806524
2310	promised	0.055857343183477196
2315	houses	0.055857343183477196
2305	note	0.055857343183477196
3362	despise	0.055831244192149555
3738	khamenei	0.055831244192149555
3426	hurting	0.055831244192149555
3627	aisle	0.055831244192149555
7019	investigations	0.05490417990883675
7043	parliamentary	0.05490417990883675
7024	forfeit	0.05490417990883675
7008	chamber	0.05490417990883675
7032	recorded	0.05490417990883675
1451	voters	0.0544620346892212
1416	selling	0.0524997128940879
1430	pastor	0.0524997128940879
1391	priority	0.0524997128940879
3166	giant	0.052374137615691374
2912	prior	0.052374137615691374
3007	deeper	0.052374137615691374
3204	multiple	0.052374137615691374
3216	veto	0.052374137615691374
205	vote	0.05010839035892372
2805	attacking	0.049451195653328825
5385	tidal	0.04913798260715456
5326	informed	0.04913798260715456
417	justice	0.04780054625676563
909	willing	0.047065883397946685
878	funds	0.047065883397946685
130	deal	0.04672994676688136
309	side	0.046703391503322096
713	majority	0.046329701197932206
4417	acquiring	0.04504680051345073
4412	abedini	0.04504680051345073
4404	loretta	0.04504680051345073
4405	lynch	0.04504680051345073
11344	cra	0.04317437286948185
86	obama	0.04198128145016665
3605	shutdown	0.04187343314411217
3341	denying	0.04187343314411217
732	lobbyists	0.04053848854819068
898	grow	0.04034218576966858
1128	donors	0.039428377524500506
95	fight	0.03941180696063924
682	corporate	0.03937406092590919
3026	wave	0.03928060321176853
2886	abortion	0.03928060321176853
3121	trick	0.03928060321176853
1731	brain	0.03923096508851001
1747	encourage	0.03923096508851001
1775	dirty	0.03923096508851001
1800	amnesty	0.03923096508851001
850	private	0.03913168884199298
473	obamacare	0.03909224029417374
550	voted	0.03896668778157242
2851	suggest	0.03708839673999662
2661	apparently	0.03708839673999662
7048	resigning	0.03660278660589117
7023	coin	0.03660278660589117
7076	holder	0.03660278660589117
6998	volcanic	0.03660278660589117
7037	procedural	0.03660278660589117
7068	organs	0.03660278660589117
7041	bulwark	0.03660278660589117
7005	placate	0.03660278660589117
7078	indictment	0.03660278660589117
7088	identical	0.03660278660589117
269	federal	0.03651171035446219
412	administration	0.03585040969257422
2474	eric	0.035189421118064716
2467	reelected	0.035189421118064716
1379	representatives	0.03499980859605859
1366	mentioned	0.03499980859605859
1412	floor	0.03499980859605859
1358	officials	0.03499980859605859
1286	consequences	0.03377605563023826
2311	surrender	0.03351440591008632
439	show	0.03280345322121096
5388	discovered	0.03275865507143637
5384	frustration	0.03275865507143637
4696	committing	0.03275865507143637
5214	roll	0.03275865507143637
4653	+	0.03275865507143637
5386	handing	0.03275865507143637
5389	barring	0.03275865507143637
4608	primarily	0.03275865507143637
5241	hills	0.03275865507143637
5331	resign	0.03275865507143637
848	table	0.03260974070166081
852	democrat	0.03260974070166081
2120	showed	0.03201605374872615
2090	continuing	0.03201605374872615
1987	funded	0.03201605374872615
410	party	0.03186703083784375
152	republicans	0.031500156367419166
793	wonder	0.030712569462274495
1967	ally	0.03066062934692057
1114	principles	0.030517501546814138
1071	response	0.030517501546814138
579	game	0.030074105299704692
3828	proposition	0.030031200342300488
4212	surprise	0.030031200342300488
4339	consent	0.030031200342300488
4104	loser	0.030031200342300488
4408	subsidies	0.030031200342300488
3811	confirmed	0.030031200342300488
4221	coach	0.030031200342300488
3825	entity	0.030031200342300488
4403	prochoice	0.030031200342300488
4406	lawlessness	0.030031200342300488
3840	resigned	0.030031200342300488
759	simply	0.029818048688363498
719	obamas	0.02895606324870763
119	house	0.028782906200747287
991	committed	0.02861976005723786
1535	product	0.02828492107275072
106	washington	0.028139628009905958
704	prison	0.02812432923279228
3737	outset	0.027915622096074778
3724	resolution	0.027915622096074778
3619	poses	0.027915622096074778
3493	donor	0.027915622096074778
3424	abc	0.027915622096074778
3465	offense	0.027915622096074778
3254	whove	0.027915622096074778
3571	instance	0.027915622096074778
929	watching	0.027737666602046067
276	anything	0.027383782765846642
667	billions	0.027320795086096545
1466	senior	0.0272310173446106
1513	battle	0.0272310173446106
183	says	0.02709645967613028
173	children	0.02709645967613028
487	whatever	0.026820002073295216
258	elected	0.026538931849222357
387	watch	0.026303220807063515
386	wont	0.026303220807063515
1432	bin	0.02624985644704395
1433	laden	0.02624985644704395
3171	accountability	0.026187068807845687
3036	ongoing	0.026187068807845687
3229	utter	0.026187068807845687
3108	hire	0.026187068807845687
3170	tech	0.026187068807845687
3174	advocating	0.026187068807845687
3070	flip	0.026187068807845687
2858	remaining	0.026187068807845687
3124	cbs	0.026187068807845687
3234	khomeini	0.026187068807845687
2993	typically	0.026187068807845687
