This document has 44 terms. 
t_index	term	Norm_tf_idf
11561	conservatism	0.4062193074324606
6916	arraigned	0.34438852580655216
1318	alabama	0.3177923618576538
5426	shouldertoshoulder	0.3082198371651171
3645	sessions	0.2626526784464185
3019	patriot	0.24638905553920865
2602	tuesday	0.2326383583002977
2791	washingtondc	0.2326383583002977
1875	introduction	0.19231994647073494
309	side	0.18832421136802546
1805	principled	0.1845582739133002
1791	jeff	0.1845582739133002
1478	dynamic	0.17080757667438928
1325	talented	0.1588961809288269
926	conservative	0.13048916484482653
848	table	0.1227274922873918
776	handful	0.11558744567433216
567	sending	0.09165750346518722
95	fight	0.08557339706666617
368	friend	0.0686583832189181
121	men	0.06770319662839702
198	power	0.04556715871869855
188	candidates	0.044015763754005954
56	women	0.042173158386065786
162	kind	0.039517182232988224
157	standing	0.039517182232988224
143	ill	0.038066695607140044
141	win	0.038066695607140044
106	washington	0.031148271373982444
89	stand	0.027240947688347204
83	youre	0.02597563623180723
72	working	0.023497616829665304
74	good	0.023497616829665304
62	money	0.02228395236599489
14	say	0.017756669428406393
45	first	0.016451616574316506
38	thank	0.01532955194278481
9	want	0.013655203186019352
17	tell	0.009921656105053581
5	country	0.005819647794782513
4	one	0.004822956285823022
1	president	0.0028623727044154055
2	america	0.0028623727044154055
0	people	0.0018980069657049375
