This document has 809 terms. 
t_index	term	Norm_tf_idf
4122	shouting	0.14332928408393783
2334	vice	0.11196521126232717
2154	knocked	0.10663567114287817
849	profits	0.10375721995031106
1956	solutions	0.0975555645188365
4347	odds	0.09555285605595856
4343	privatize	0.09555285605595856
3582	vegas	0.08882153858171214
3695	inherited	0.08882153858171214
3670	shortchange	0.08882153858171214
3484	measures	0.08882153858171214
3311	biden	0.08882153858171214
3633	abuses	0.08882153858171214
3581	las	0.08882153858171214
3064	loan	0.083321651742272
3183	lgbt	0.083321651742272
613	gun	0.08206177603184298
2817	stacked	0.07867156367709155
2650	corporation	0.07867156367709155
2412	earned	0.07464347417488477
2473	taught	0.07464347417488477
10493	soar	0.06868580990905307
10491	recessions	0.06868580990905307
10501	renewables	0.06868580990905307
10497	shield	0.06868580990905307
10496	booze	0.06868580990905307
10502	compact	0.06868580990905307
10485	boswell	0.06868580990905307
10490	rescuing	0.06868580990905307
10498	rigging	0.06868580990905307
10503	persuading	0.06868580990905307
10487	roar	0.06868580990905307
10492	frequently	0.06868580990905307
10495	hawkeye	0.06868580990905307
10489	doubledown	0.06868580990905307
10488	katy	0.06868580990905307
10484	leonard	0.06868580990905307
10494	lifesaving	0.06868580990905307
10486	loebsack	0.06868580990905307
10500	gears	0.06868580990905307
10505	maid	0.06868580990905307
10504	warmed	0.06868580990905307
10499	dreamers	0.06868580990905307
2134	grandmother	0.06791215670063835
152	republicans	0.06681783995330459
1928	childrens	0.06503704301255767
830	losing	0.06225433197018665
239	economy	0.06161520277230654
528	affordable	0.06024296488139511
1652	factory	0.059997712623600985
787	rules	0.05863249611379079
6702	bitter	0.058231118968516175
6637	rep	0.058231118968516175
6539	educators	0.058231118968516175
5851	abiding	0.058231118968516175
5680	dodi	0.058231118968516175
6697	riding	0.058231118968516175
6371	movies	0.058231118968516175
5725	cope	0.058231118968516175
6699	caretaker	0.058231118968516175
5843	covers	0.058231118968516175
6679	landmark	0.058231118968516175
6698	bonuses	0.058231118968516175
6066	bloated	0.058231118968516175
6700	plague	0.058231118968516175
5534	imposing	0.058231118968516175
6691	demean	0.058231118968516175
6402	dave	0.058231118968516175
6337	jacks	0.058231118968516175
6633	vilsack	0.058231118968516175
6180	printing	0.058231118968516175
6696	tackling	0.058231118968516175
6695	birthday	0.058231118968516175
6641	measured	0.058231118968516175
6636	drapery	0.058231118968516175
6701	ratify	0.058231118968516175
352	college	0.05804569812602522
1517	joe	0.05776218179601776
1445	succeed	0.05776218179601776
181	families	0.05747675931581995
64	im	0.056518410925886366
1348	investing	0.055680952386951796
1353	ceos	0.055680952386951796
1415	teacher	0.055680952386951796
728	mother	0.05527919987241595
1328	lift	0.05373409229381099
448	sometimes	0.05371425285768128
148	health	0.05345427196264367
4831	complain	0.0521155168116729
5072	shields	0.0521155168116729
5210	granddaughters	0.0521155168116729
5126	shortchanged	0.0521155168116729
4622	shout	0.0521155168116729
5069	feelings	0.0521155168116729
5238	grandsons	0.0521155168116729
4782	chose	0.0521155168116729
5218	kindness	0.0521155168116729
5208	electricity	0.0521155168116729
4753	makers	0.0521155168116729
5088	unaccountable	0.0521155168116729
4865	threatening	0.0521155168116729
5251	rails	0.0521155168116729
5250	worthy	0.0521155168116729
5080	contentious	0.0521155168116729
5249	busting	0.0521155168116729
4540	acquired	0.0521155168116729
5252	resilient	0.0521155168116729
5213	autism	0.0521155168116729
1212	equal	0.0519052983457039
1223	card	0.0519052983457039
1138	employees	0.05018106554751166
1155	teachers	0.05018106554751166
1184	violence	0.05018106554751166
611	reform	0.04923706561910579
1070	mental	0.048550081236394003
1061	helped	0.048550081236394003
1055	learned	0.048550081236394003
3793	farmers	0.04777642802797928
4260	passionately	0.04777642802797928
4278	proposing	0.04777642802797928
3884	bashar	0.04777642802797928
4344	iowans	0.04777642802797928
4345	attend	0.04777642802797928
4324	alzheimers	0.04777642802797928
4342	thirdterm	0.04777642802797928
4025	rushed	0.04777642802797928
4346	silenced	0.04777642802797928
4219	climb	0.04777642802797928
4218	deportation	0.04777642802797928
3860	fabric	0.04777642802797928
4223	sellers	0.04777642802797928
4270	firefighters	0.04777642802797928
4002	cast	0.04777642802797928
4043	cent	0.04777642802797928
3916	facility	0.04777642802797928
4000	untreated	0.04777642802797928
4319	ignoring	0.04777642802797928
4268	overnight	0.04777642802797928
3958	deliver	0.04777642802797928
4108	delays	0.04777642802797928
4139	machine	0.04777642802797928
3985	reaching	0.04777642802797928
4259	installed	0.04777642802797928
1006	fairness	0.047002774819564566
1012	womens	0.047002774819564566
1033	fund	0.047002774819564566
989	challenge	0.04553097748233121
101	americans	0.045389405626003444
335	democrats	0.045080732384382906
3567	wiped	0.04441076929085607
3349	wives	0.04441076929085607
3330	grandchild	0.04441076929085607
3517	deck	0.04441076929085607
3664	striving	0.04441076929085607
3431	grows	0.04441076929085607
3683	excessive	0.04441076929085607
3467	reserves	0.04441076929085607
3378	claim	0.04441076929085607
3585	christie	0.04441076929085607
3426	hurting	0.04441076929085607
3351	protects	0.04441076929085607
3359	smaller	0.04441076929085607
3655	setting	0.04441076929085607
3237	illness	0.04441076929085607
3441	perry	0.04441076929085607
934	communities	0.04412766113148388
927	worker	0.04412766113148388
241	street	0.0440108591230761
513	insurance	0.043907525499656805
883	breaks	0.042786735416212925
879	middleclass	0.042786735416212925
898	grow	0.042786735416212925
911	chicago	0.042786735416212925
302	raise	0.04245720065204656
2940	reminds	0.041660825871136
2989	panels	0.041660825871136
3161	deficits	0.041660825871136
3158	shadow	0.041660825871136
3167	fights	0.041660825871136
3182	doddfrank	0.041660825871136
3171	accountability	0.041660825871136
3194	broadband	0.041660825871136
2913	dark	0.041660825871136
2872	kitchen	0.041660825871136
2953	speaks	0.041660825871136
3195	creates	0.041660825871136
2934	eat	0.041660825871136
2897	crashed	0.041660825871136
3211	compromise	0.041660825871136
3040	consumer	0.041660825871136
3013	republic	0.041660825871136
848	table	0.04150288798012443
839	depression	0.04150288798012443
852	democrat	0.04150288798012443
846	benefits	0.04150288798012443
860	clean	0.04150288798012443
837	safe	0.04150288798012443
214	fighting	0.04121740444040917
293	debate	0.041187012198101274
285	gets	0.03994301507215393
2603	gender	0.039335781838545775
2750	falling	0.039335781838545775
2601	producing	0.039335781838545775
2620	brown	0.039335781838545775
2811	offering	0.039335781838545775
2588	ages	0.039335781838545775
2774	weaken	0.039335781838545775
2788	mistreated	0.039335781838545775
2784	writing	0.039335781838545775
2542	superpower	0.039335781838545775
2691	mortgage	0.039335781838545775
435	afford	0.03914008940773616
766	progress	0.03908833074252719
797	failed	0.03908833074252719
777	step	0.03908833074252719
146	sure	0.0386191661080392
411	class	0.03802277850875133
756	daughter	0.0379498612338251
262	create	0.03752942430188711
2447	characters	0.03732173708744239
2348	trickledown	0.03732173708744239
2435	solar	0.03732173708744239
2392	ceo	0.03732173708744239
2357	scientist	0.03732173708744239
2514	extended	0.03732173708744239
2524	faster	0.03732173708744239
2441	roughly	0.03732173708744239
2356	fulltime	0.03732173708744239
2418	managers	0.03732173708744239
2427	produced	0.03732173708744239
2511	danger	0.03732173708744239
2373	womans	0.03732173708744239
2527	crucial	0.03732173708744239
391	child	0.03693239340188612
405	hes	0.03693239340188612
251	enough	0.03635789772290682
707	smart	0.035794240019984866
69	jobs	0.03575796452835636
2159	bodies	0.03554522371429272
2320	guard	0.03554522371429272
2228	treaty	0.03554522371429272
2143	borrow	0.03554522371429272
2184	wind	0.03554522371429272
2200	goodpaying	0.03554522371429272
2161	graduates	0.03554522371429272
2298	abandoned	0.03554522371429272
2248	incentives	0.03554522371429272
2287	repealing	0.03554522371429272
2223	insult	0.03554522371429272
2147	science	0.03554522371429272
2148	rein	0.03554522371429272
2321	renewable	0.03554522371429272
2236	fixed	0.03554522371429272
2189	establish	0.03554522371429272
2307	monday	0.03554522371429272
2313	mainstream	0.03554522371429272
2196	moments	0.03554522371429272
2309	commonsense	0.03554522371429272
245	running	0.035208687298460876
79	big	0.03513683529739685
365	asked	0.03482741887561513
2013	nineties	0.03395607835031918
2040	wild	0.03395607835031918
2092	kindergarten	0.03395607835031918
2075	positive	0.03395607835031918
2066	secret	0.03395607835031918
2002	rail	0.03395607835031918
2031	typical	0.03395607835031918
1969	recovery	0.03395607835031918
2025	husbands	0.03395607835031918
2120	showed	0.03395607835031918
2054	hedge	0.03395607835031918
2133	loopholes	0.03395607835031918
2050	zero	0.03395607835031918
1995	date	0.03395607835031918
2035	addiction	0.03395607835031918
2079	auto	0.03395607835031918
2039	daughters	0.03395607835031918
2137	actual	0.03395607835031918
2064	firm	0.03395607835031918
652	difference	0.03378243725042019
645	havent	0.03378243725042019
644	ground	0.03378243725042019
649	shes	0.03378243725042019
619	whos	0.03282471041273719
603	secretary	0.03282471041273719
606	shouldnt	0.03282471041273719
609	mom	0.03282471041273719
598	reality	0.03282471041273719
