This document has 1576 terms. 
t_index	term	Norm_tf_idf
9882	trafficking	0.2993765174037596
9950	genocide	0.1496882587018798
9826	seller	0.1496882587018798
613	gun	0.14903229134294096
2255	information	0.14201800233573297
5068	arkansas	0.13250569710716312
1581	gas	0.11985794997389491
2666	wondering	0.10001273157487629
9987	settings	0.09979217246791987
1572	nurses	0.09806559543318674
350	try	0.09698338383132456
6547	holocaust	0.08460277129731
969	programs	0.08268875266168518
3481	loophole	0.08065434393170728
726	guns	0.08031398996184302
4558	nursing	0.07571754120409321
9948	keene	0.0748441293509399
9825	purchases	0.0748441293509399
9822	purchasers	0.0748441293509399
9944	chemicals	0.0748441293509399
9968	krugman	0.0748441293509399
9821	prohibited	0.0748441293509399
4223	sellers	0.06941337012670014
1260	refinance	0.06831049362459074
6518	immunity	0.06345207847298251
6548	atrocities	0.06345207847298251
6411	straw	0.06345207847298251
5931	crops	0.06345207847298251
1531	research	0.06294109673683632
1997	lady	0.06166759246844497
2133	loopholes	0.06166759246844497
2581	excellent	0.05715013232850073
661	student	0.05683374609959095
5081	latest	0.05678815590306991
4759	wheres	0.05678815590306991
4519	steagle	0.05678815590306991
4573	patients	0.05678815590306991
4845	microphone	0.05678815590306991
4735	forms	0.05678815590306991
4764	purchaser	0.05678815590306991
1731	brain	0.05667342357859184
1733	equality	0.05667342357859184
1213	goal	0.05655908940331147
950	students	0.05609813408418777
758	particularly	0.05513655735287975
1168	focused	0.054680263154485015
1627	girl	0.05448088635177042
2481	loaded	0.05422396895609029
2442	heroin	0.05422396895609029
337	question	0.05321619100756565
1076	loans	0.05290304598383105
274	debt	0.0527451624457573
3830	charleston	0.05206002759502511
4264	prevention	0.05206002759502511
4171	nra	0.05206002759502511
3927	eligible	0.05206002759502511
112	really	0.051879394812109854
1429	responsible	0.05056105485192396
1367	background	0.05056105485192396
1405	safety	0.05056105485192396
9832	verdict	0.049896086233959934
9852	puppy	0.049896086233959934
9929	childs	0.049896086233959934
9850	toddlers	0.049896086233959934
9914	classmates	0.049896086233959934
9865	ferc	0.049896086233959934
9916	vocabulary	0.049896086233959934
9860	drilling	0.049896086233959934
9881	holyoke	0.049896086233959934
9904	handguns	0.049896086233959934
9855	methane	0.049896086233959934
9876	borrowed	0.049896086233959934
9886	smugglers	0.049896086233959934
9917	poorest	0.049896086233959934
986	prevent	0.04961325159701111
2001	treatment	0.04933407397475597
1999	views	0.04933407397475597
2087	discrimination	0.04933407397475597
3450	broad	0.04839260635902437
3267	nurse	0.04839260635902437
1890	count	0.04724547779014573
1155	teachers	0.04556688596207084
690	hand	0.04550411294402515
3001	studies	0.04539610502511251
3177	epidemic	0.04539610502511251
2985	standards	0.04539610502511251
860	clean	0.04522400653839543
443	hampshire	0.043897675089576746
445	issues	0.043897675089576746
32	think	0.04367059265766516
1540	tuition	0.04358470908141633
2600	glass	0.04286259924637555
2823	recall	0.04286259924637555
1025	particular	0.042680841005182636
5861	cultures	0.042301385648655
6537	australia	0.042301385648655
6563	forprofit	0.042301385648655
6041	manufacture	0.042301385648655
5442	extraction	0.042301385648655
6538	partly	0.042301385648655
6529	emissions	0.042301385648655
6197	spectrum	0.042301385648655
6539	educators	0.042301385648655
1510	basically	0.041960731157890875
600	industry	0.04172904157602347
744	changes	0.04135241801465981
292	human	0.041139825434547826
2523	liberties	0.04066797671706771
2457	privacy	0.04066797671706771
2339	experts	0.04066797671706771
583	example	0.040548981421058373
1360	kinds	0.04044884388153917
1415	teacher	0.04044884388153917
922	attention	0.04007009577441984
568	ways	0.03940415225529612
64	im	0.03832005973031704
665	schools	0.03788916406639396
5084	ethnic	0.03785877060204661
4512	sex	0.03785877060204661
5071	whistleblower	0.03785877060204661
5087	application	0.03785877060204661
4737	localities	0.03785877060204661
4821	equipped	0.03785877060204661
4621	figuring	0.03785877060204661
1240	concerns	0.037706059602207645
298	parents	0.03739984130413438
2052	aid	0.03700055548106698
815	passed	0.03656847227851476
1139	several	0.036453508769656674
251	enough	0.03631624353554067
55	thats	0.036261025912896004
128	gonna	0.036003479203389636
605	oil	0.03576774992230583
1905	checks	0.0354341083426093
1069	killing	0.035268697322554034
4236	manufacturers	0.03470668506335007
4231	neighbor	0.03470668506335007
3827	exercise	0.03470668506335007
4124	affected	0.03470668506335007
4262	prekindergarten	0.03470668506335007
4036	collecting	0.03470668506335007
4023	hunting	0.03470668506335007
3853	models	0.03470668506335007
3937	alot	0.03470668506335007
313	looking	0.03469791163947991
305	issue	0.03469791163947991
1021	homes	0.03414467280414611
1046	favor	0.03414467280414611
1019	literally	0.03414467280414611
447	possible	0.034142636180781914
1724	owners	0.034004054147155106
1696	hospital	0.034004054147155106
354	close	0.03373335089785202
352	college	0.03373335089785202
975	banks	0.03307550106467407
1560	mass	0.032688531811062245
3286	uk	0.032261737572682914
3613	israeli	0.032261737572682914
3628	scare	0.032261737572682914
3531	brady	0.032261737572682914
3655	setting	0.032261737572682914
3473	experiencing	0.032261737572682914
3480	picking	0.032261737572682914
3440	loving	0.032261737572682914
3546	considering	0.032261737572682914
3271	believer	0.032261737572682914
512	absolutely	0.03189616139857022
269	federal	0.03164709746745437
676	places	0.03157430338866164
670	baby	0.03157430338866164
666	rates	0.03157430338866164
1486	stopped	0.03147054836841816
1446	sold	0.03147054836841816
1504	evidence	0.03147054836841816
181	families	0.03131504174298943
406	become	0.031300674814612364
51	lot	0.03107320414240458
306	public	0.030842588123982145
642	beyond	0.030676121539373002
1378	officers	0.03033663291115438
2968	sources	0.03026407001674167
2982	legitimate	0.03026407001674167
3019	patriot	0.03026407001674167
3165	abandon	0.03026407001674167
2959	thoughts	0.03026407001674167
3046	headline	0.03026407001674167
3063	perfect	0.03026407001674167
2905	eleven	0.03026407001674167
3039	classroom	0.03026407001674167
189	support	0.02973560997857669
1289	paul	0.029275925839110314
1281	married	0.029275925839110314
1327	balance	0.029275925839110314
1315	trip	0.029275925839110314
821	worth	0.029254777822811807
182	able	0.028705454931073647
2701	regulatory	0.028575066164250366
2734	releasing	0.028575066164250366
2543	pipeline	0.028575066164250366
2665	jury	0.028575066164250366
2684	wisconsin	0.028575066164250366
2586	gentleman	0.028575066164250366
2635	culture	0.028575066164250366
2711	advocate	0.028575066164250366
2784	writing	0.028575066164250366
2749	domestic	0.028575066164250366
2547	supply	0.028575066164250366
783	water	0.028395307910806467
786	terrible	0.028395307910806467
768	certainly	0.028395307910806467
1215	universal	0.028279544701655734
1198	graduated	0.028279544701655734
1226	includes	0.028279544701655734
